EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
742,0,42,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,1,0,13,3,2,80,0,21,3,4,1,0,0,0
743,0,50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,1,0,18,3,2,80,0,8,5,3,1,0,0,0
744,0,59,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,1,1,13,3,1,80,0,30,4,3,5,3,4,3
745,1,37,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,1,0,15,3,1,80,0,15,2,1,1,0,0,0
746,0,55,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,1,1,14,3,4,80,2,17,3,3,8,7,6,7
747,0,41,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,1,0,22,4,2,80,2,21,3,3,21,16,5,10
748,0,38,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,1,1,12,3,3,80,0,19,1,3,1,0,0,0
749,1,26,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,1,0,18,3,4,80,0,7,6,3,2,2,2,2
750,1,52,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,1,0,15,3,4,80,1,33,3,3,32,14,6,9
751,0,44,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,1,1,18,3,3,80,1,23,2,3,12,11,11,11
752,0,50,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,1,0,12,3,1,80,1,19,3,3,18,7,0,13
753,1,36,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,1,0,16,3,3,80,0,18,1,3,17,13,15,14
754,0,39,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,1,1,13,3,3,80,0,21,2,3,21,6,2,8
755,0,33,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,1,0,19,3,4,80,0,3,2,2,2,2,2,2
756,0,45,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,1,0,13,3,2,80,1,26,4,4,9,3,1,1
757,0,32,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,1,0,12,3,2,80,0,10,2,3,8,7,7,7
758,0,34,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,1,0,11,3,4,80,1,16,2,2,15,1,0,9
759,0,59,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,1,1,14,3,3,80,1,14,1,1,6,4,0,4
760,0,45,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,1,0,16,3,1,80,0,6,3,3,6,3,0,4
761,0,53,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,1,0,12,3,1,80,1,30,2,3,15,7,6,12
762,1,36,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,1,0,14,3,2,80,1,9,3,2,1,0,0,0
763,1,26,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,1,1,14,3,2,80,1,6,2,3,3,2,1,2
764,0,34,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,1,1,19,3,4,80,1,1,2,3,1,1,0,0
765,0,28,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,1,0,22,4,2,80,0,1,5,3,1,0,0,0
766,0,38,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,1,0,16,3,1,80,1,8,2,3,2,2,2,2
767,0,50,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,1,1,11,3,4,80,1,29,2,2,8,1,7,7
768,0,37,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,1,0,15,3,1,80,0,8,3,2,4,3,0,1
769,0,40,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,1,0,14,3,2,80,1,8,3,2,7,7,7,5
770,0,26,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,1,0,13,3,3,80,2,5,5,3,5,3,1,3
771,0,46,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,1,0,17,3,4,80,2,23,0,3,2,2,2,2
772,0,54,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,1,0,11,3,2,80,1,13,4,3,9,4,7,0
773,0,56,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,1,0,19,3,2,80,1,18,4,3,5,4,0,3
774,0,36,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,1,0,11,3,2,80,0,15,2,2,14,8,7,8
775,0,55,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,1,0,15,3,2,80,0,31,3,4,9,7,6,2
776,0,43,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,1,0,13,3,3,80,1,18,5,3,1,0,0,0
777,1,20,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,1,1,14,3,2,80,0,2,3,3,2,2,0,2
778,1,21,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,1,0,13,3,1,80,0,1,6,2,1,0,1,0
779,0,46,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,1,1,23,4,1,80,3,19,2,3,16,13,1,7
780,1,51,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,1,1,12,3,3,80,3,18,2,4,10,0,2,7
781,1,28,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,1,0,12,3,1,80,0,10,2,2,10,7,1,9
782,0,26,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,1,0,16,3,1,80,2,6,2,3,5,3,1,3
783,0,30,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,1,0,15,3,3,80,1,7,1,2,6,2,0,2
784,0,41,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,1,0,13,3,3,80,0,10,3,3,10,6,0,8
785,0,38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,1,0,18,3,1,80,1,20,4,2,19,9,1,9
786,0,40,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,1,0,20,4,4,80,1,14,6,3,11,10,11,1
787,0,27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,1,0,19,3,4,80,3,3,4,3,3,2,1,2
788,0,55,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,1,0,18,3,2,80,1,23,4,3,3,2,1,2
789,0,28,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,1,0,13,3,4,80,0,10,4,4,8,7,1,7
790,1,44,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,1,0,14,3,4,80,1,24,1,3,20,6,3,6
791,0,33,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,1,0,15,3,3,80,1,9,2,3,3,2,1,2
792,1,35,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,1,1,22,4,1,80,0,9,2,3,8,7,4,7
793,1,33,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,1,0,22,4,2,80,0,14,4,3,13,7,3,8
794,0,28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,1,0,16,3,4,80,1,4,5,2,4,2,2,2
795,0,34,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,1,0,17,3,3,80,0,7,1,2,6,2,0,4
796,0,37,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,1,1,14,3,3,80,3,8,5,3,1,0,0,0
797,1,25,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,1,1,15,3,2,80,1,7,3,4,7,7,5,6
798,1,26,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,1,0,20,4,3,80,1,1,0,2,1,1,0,0
799,1,33,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,1,1,20,4,2,80,0,5,0,3,2,2,2,2
800,0,42,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,1,0,17,3,4,80,1,23,3,3,22,6,13,7
801,1,28,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,1,0,15,3,1,80,2,1,2,3,1,0,0,0
802,1,50,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,1,1,14,3,4,80,0,5,4,3,0,0,0,0
803,0,33,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,1,0,17,3,3,80,1,4,3,3,3,2,0,2
804,0,34,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,1,0,17,3,4,80,3,6,2,3,0,0,0,0
805,0,48,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,1,0,22,4,3,80,0,27,3,2,5,4,2,1
806,0,45,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,1,0,13,3,4,80,1,15,2,3,15,10,4,12
807,0,52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,1,0,19,3,4,80,0,18,4,3,8,6,4,0
808,0,38,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,1,1,14,3,2,80,2,9,2,3,8,7,2,7
809,0,29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,1,0,22,4,1,80,1,11,1,3,7,5,1,7
810,0,28,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,1,0,17,3,2,80,3,10,3,2,9,7,1,7
811,0,46,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,1,0,12,3,4,80,1,23,3,3,12,9,4,9
812,0,38,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,1,0,16,3,3,80,0,10,2,3,1,0,0,0
813,0,43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,1,0,11,3,3,80,1,18,1,3,8,7,0,1
814,1,39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,1,0,11,3,4,80,3,21,4,3,18,7,11,5
815,0,40,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,1,0,14,3,1,80,0,21,2,4,20,7,4,9
816,0,21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,1,1,11,3,3,80,0,2,6,4,2,2,2,2
817,0,39,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,1,0,15,3,3,80,0,9,2,2,5,4,0,3
818,0,36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,1,0,20,4,1,80,0,18,0,3,11,9,0,9
819,0,31,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,1,0,12,3,1,80,1,3,4,3,2,2,2,2
820,0,28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,1,0,17,3,1,80,0,6,2,1,5,3,0,4
821,0,35,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,1,0,11,3,4,80,1,5,3,3,5,2,0,2
822,0,49,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,1,0,17,3,2,80,1,22,3,3,9,8,2,3
823,0,34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,1,0,11,3,4,80,0,5,3,2,3,2,0,2
824,0,29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,1,0,14,3,4,80,2,8,2,2,7,5,1,1
825,0,42,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,1,0,19,3,1,80,0,16,3,3,1,0,0,0
826,0,29,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,1,1,15,3,3,80,1,10,2,2,10,7,1,2
827,0,38,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,1,0,13,3,4,80,1,7,2,4,7,6,5,0
828,0,28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,1,1,14,3,4,80,1,3,2,3,3,1,0,2
829,1,18,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,1,0,12,3,4,80,0,0,0,3,0,0,0,0
830,1,33,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,1,1,17,3,1,80,0,6,3,3,5,2,0,3
831,0,41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,1,1,11,3,1,80,1,6,4,3,1,0,0,0
832,1,31,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,1,0,12,3,3,80,1,2,5,2,2,2,2,2
833,0,37,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,1,0,13,3,3,80,2,9,2,3,6,2,1,3
834,0,27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,1,0,13,3,3,80,1,4,0,3,4,2,2,2
835,0,34,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,1,0,20,4,1,80,0,6,3,2,6,5,1,3
836,0,35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,1,0,17,3,2,80,0,6,2,1,5,4,1,4
837,1,29,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,1,0,13,3,1,80,1,11,3,1,11,8,3,10
838,0,40,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,1,0,17,3,3,80,0,20,3,2,18,7,2,13
839,1,42,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,1,1,12,3,2,80,0,22,2,2,21,9,13,14
840,0,42,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,1,0,13,3,4,80,0,9,3,4,6,4,1,5
841,0,35,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,1,0,12,3,2,80,1,10,2,3,8,0,1,7
842,0,24,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,1,0,22,4,4,80,0,6,2,3,4,3,1,2
843,1,28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,1,1,11,3,4,80,0,1,4,2,1,1,0,0
844,0,26,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,1,0,22,4,2,80,1,8,2,3,8,7,0,7
845,0,30,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,1,0,18,3,1,80,1,10,3,3,10,3,1,4
846,0,40,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,1,1,13,3,4,80,1,16,3,1,1,1,0,0
847,0,35,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,1,0,18,3,2,80,1,15,2,4,7,7,6,4
848,0,34,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,1,0,20,4,3,80,0,14,3,3,13,9,4,9
849,0,35,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,1,0,13,3,2,80,1,2,2,4,2,2,2,2
850,1,43,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,1,0,13,3,2,80,0,7,2,2,4,3,1,3
851,0,32,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,1,0,12,3,3,80,3,1,3,3,1,0,0,0
852,0,56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,1,0,13,3,4,80,1,28,2,3,5,2,4,2
853,0,29,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,1,0,13,3,1,80,1,10,5,3,10,8,0,8
854,0,19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,1,0,25,4,3,80,0,1,4,3,1,1,0,0
855,0,45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,1,1,19,3,3,80,1,7,2,2,3,2,0,2
856,0,37,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,1,0,13,3,2,80,1,14,2,2,14,8,3,11
857,0,20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,1,0,12,3,1,80,0,2,2,2,2,2,1,2
858,1,44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,1,1,11,3,3,80,0,6,4,3,6,4,0,2
859,0,53,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,1,0,18,3,2,80,1,26,6,3,7,7,4,7
860,0,29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,1,1,18,3,1,80,1,6,2,2,5,4,1,3
861,1,22,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,1,1,11,3,2,80,1,1,5,3,0,0,0,0
862,0,46,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,1,0,23,4,1,80,0,28,2,3,26,15,15,9
863,0,44,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,1,0,13,3,4,80,0,6,3,3,0,0,0,0
864,0,33,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,1,0,13,3,4,80,1,5,2,3,5,4,1,4
865,1,41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
866,0,30,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,1,0,19,3,3,80,3,8,3,3,4,3,0,3
867,0,40,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,1,0,12,3,4,80,3,5,2,3,0,0,0,0
868,0,50,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,1,0,22,4,3,80,1,32,3,3,2,2,2,2
869,0,28,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,1,0,12,3,3,80,3,6,2,3,6,5,3,3
870,0,46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,1,0,11,3,1,80,1,25,2,3,4,2,0,3
871,0,35,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,1,1,15,3,4,80,3,15,2,3,7,7,1,7
872,1,24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,1,0,13,3,1,80,1,1,3,1,1,0,0,0
873,0,33,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,1,0,12,3,1,80,1,10,3,2,10,7,0,1
874,0,36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,1,0,14,3,3,80,1,7,4,3,7,7,1,7
875,0,30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,1,0,13,3,1,80,3,10,4,2,10,7,8,9
876,0,44,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,1,0,25,4,2,80,0,20,3,3,20,11,13,17
877,0,20,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,1,0,17,3,4,80,0,2,2,3,2,1,2,2
878,0,46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,1,0,11,3,3,80,1,12,3,2,6,3,1,4
879,0,42,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,1,0,16,3,1,80,1,10,3,4,4,3,0,3
880,0,60,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,1,1,18,3,2,80,1,12,3,3,11,7,1,9
881,0,32,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,1,0,20,4,3,80,1,2,2,3,2,2,2,2
882,0,32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,1,1,14,3,4,80,0,10,2,3,8,7,0,7
883,0,36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,1,1,21,4,3,80,1,17,2,3,7,7,7,7
884,0,33,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,1,0,13,3,2,80,1,15,5,3,14,10,4,10
885,0,40,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,1,0,12,3,2,80,1,7,2,4,5,1,1,3
886,0,25,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,1,0,14,3,2,80,0,5,4,3,4,3,1,1
887,0,30,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,1,1,21,4,1,80,1,12,2,3,11,9,5,7
888,0,42,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,1,1,17,3,3,80,0,20,6,3,1,0,0,0
889,0,35,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,1,1,11,3,2,80,1,16,6,2,13,2,4,12
890,0,27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,1,1,14,3,4,80,2,9,3,2,9,7,6,8
